City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
1540,Pajan,EC,75.61,-1.5667,-80.4167,Cecadel
1545,Acu,BR,79.72,-5.5767,-36.9086,Hotel Oásis
1547,El Rosario,MX,77.2,24.2556,-107.1828,Mi casa
1557,Palu,ID,78.24,-0.8917,119.8707,Hotel Santika Palu
1559,Conde,BR,78.26,-7.2597,-34.9075,Pousada Beija Flor
1562,Windhoek,,75.4,-22.5594,17.0832,Hotel Uhland
1573,Tepic,MX,77.4,21.5,-104.9,Hotel Villa Las Rosas
1580,Salvador,SV,75.24,13.8333,-88.9167,Chico's Ranch
1581,Tamandare,BR,78.98,-8.7597,-35.1047,Pousada 100 Passos
1585,Bonthe,SL,78.28,7.5264,-12.505,Bonthe Holiday Village
1587,Progreso,MX,76.1,21.2833,-89.6667,Playa Linda Hotel
1593,Tomatlan,MX,80.19,19.9333,-105.25,El Salvial
1597,Ewo,CG,75.34,-0.8725,14.8206,Residence Elonda Ewo
1607,Urucui,BR,79.0,-7.2294,-44.5561,Hotel Premium Piauí
1611,Lobito,AO,76.53,-12.3481,13.5456,Casa Rosa Hotel Residence
1626,San Jose De Guanipa,VE,79.93,8.8872,-64.1651,HOTEL 283 SUITES
1632,Benjamin Aceval,PY,78.94,-24.9667,-57.5667,Escuela Agrícola y Hotel Cerrito
1633,Santo Antonio Do Sudoeste,BR,78.57,-26.0736,-53.7253,Hotel Frontera
1641,Port Moresby,PG,86.77,-9.4431,147.1797,Lamana Hotel (Port Moresby)
1653,Koungou,YT,82.11,-12.7336,45.2042,Villa Netibor
1656,Dicabisagan,PH,75.69,17.0818,122.4157,Nancy Montanes Bernardo
1658,San Carlos,VE,79.9,9.6612,-68.5827,Hotel Paternopoli
1663,San Fernando,PH,79.14,15.0286,120.6898,Maharlika Hostel
1666,Conceicao Do Araguaia,BR,75.54,-8.2578,-49.2647,Tarumã Tropical Hotel
1670,Villa Union,MX,75.16,23.2,-106.2333,My Fantasy Auto-Hotel
1674,Concordia,AR,75.78,-31.393,-58.0209,Palmar Hotel Casino
1685,Cabatuan,PH,79.36,10.8794,122.486,MVC Transient Room
1689,Alyangula,AU,84.43,-13.8483,136.4192,Groote Eylandt Lodge
1691,Mandera,KE,75.72,3.9366,41.867,Mwalimu Guest mandera
1694,Iztapa,GT,80.76,13.9333,-90.7075,Villas de Puerto Viejo
1699,Kirakira,SB,79.39,-10.4544,161.9205,SanBiz Lodge
1705,Gorontalo,ID,81.99,0.5412,123.0595,Maqna Hotel by Prasanthi
1710,Fuerte Olimpo,PY,88.65,-21.0415,-57.8738,Hospedaje DAMI
1711,Gizo,SB,83.39,-8.103,156.8419,Imagination Island
1713,Panji,ID,78.96,-7.7253,114.0995,DALEM KANJENG QOID MAIMUN
1720,Nanakuli,US,82.35,21.3906,-158.1547,Camp Pālehua
1721,La Union,PE,79.23,-5.4,-80.75,Los Portales
1723,Tabou,CI,79.2,4.423,-7.3528,hotêl doufoulougou
1724,Luna,PH,80.13,10.9667,123.2333,Rosita Beach
1734,Cordoba,AR,78.42,-31.4135,-64.1811,Hotel Sussex
1735,Tumut,AU,81.82,-35.3,148.2167,Amaroo Motel
1736,Mulchen,CL,79.25,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
1753,Yendi,GH,77.68,9.4427,-0.0099,Eyarro Lodge
1767,Cabadiangan,PH,81.18,9.7531,122.4739,Kipot
1771,Hermosillo,MX,76.91,29.0667,-110.9667,ibis Hermosillo
1772,Lakes Entrance,AU,87.17,-37.8811,147.981,The Esplanade Resort & Spa
1776,Iquitos,PE,77.04,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1778,Manokwari,ID,82.62,-0.8667,134.0833,Swiss Belhotel Manokwari
1781,Stabat,ID,78.26,3.761,98.4513,Link VII damai
1791,Oranjestad,AW,78.75,12.524,-70.027,Divi Village Golf & Beach Resort
1797,La Gomera,GT,81.3,14.0833,-91.05,Cede.E.T.V
1804,Yaring,TH,75.74,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
1820,Senador Jose Porfirio,BR,75.76,-2.5908,-51.9542,Pousada Novo Horizonte
1825,Rio De Janeiro,BR,87.8,-22.9028,-43.2075,Hotel Málaga
1826,Sarangani,PH,81.7,5.4033,125.4636,Ballistic Islet
1855,George Town,MY,78.73,5.4112,100.3354,Cititel Penang
1864,Malakal,SS,76.53,9.5334,31.6605,Nile Palace Hotel
1867,Tartagal,AR,86.54,-22.5164,-63.8013,Almuñecar Hotel
1869,Rock Sound,BS,75.83,24.9,-76.2,Pink Corral Bay Property
1871,Aden,YE,75.42,12.7794,45.0367,Sama Emirate Hotel
1876,Kilindoni,TZ,80.31,-7.9139,39.6668,Bustani B&B
1887,Iracoubo,GF,75.54,5.4802,-53.2011,Le Gîte d’Iracoubo
1896,Caraballeda,VE,82.47,10.6112,-66.8522,Hotel 15 Letras
1898,Timbiqui,CO,75.45,2.7717,-77.6654,hotel diana
